,board_id,root_hash,solution_id,size,difficulty,missing_cells,puzzle_grid,solution_grid
185,S4_easy_59863b8edc6d795b,59863b8edc6d795b,1423234141323214,4,easy,6,"[[1, 4, 0, 0], [2, 3, 4, 0], [0, 0, 0, 2], [3, 2, 1, 4]]","[[1, 4, 2, 3], [2, 3, 4, 1], [4, 1, 3, 2], [3, 2, 1, 4]]"
186,S4_hard_1cba7d0f5e257985,1cba7d0f5e257985,1423324141322314,4,hard,11,"[[1, 0, 2, 0], [0, 0, 0, 0], [4, 0, 0, 0], [2, 0, 1, 0]]","[[1, 4, 2, 3], [3, 2, 4, 1], [4, 1, 3, 2], [2, 3, 1, 4]]"
187,S4_medium_1cba7d0f5e257985,1cba7d0f5e257985,1423324141322314,4,medium,8,"[[1, 4, 2, 0], [0, 0, 4, 0], [4, 0, 0, 0], [2, 0, 1, 4]]","[[1, 4, 2, 3], [3, 2, 4, 1], [4, 1, 3, 2], [2, 3, 1, 4]]"
188,S4_easy_1cba7d0f5e257985,1cba7d0f5e257985,1423324141322314,4,easy,6,"[[1, 4, 2, 0], [3, 0, 4, 0], [4, 0, 0, 0], [2, 3, 1, 4]]","[[1, 4, 2, 3], [3, 2, 4, 1], [4, 1, 3, 2], [2, 3, 1, 4]]"
189,S4_hard_2a5fa8a62dd7d456,2a5fa8a62dd7d456,2314143232414123,4,hard,11,"[[0, 3, 1, 0], [0, 0, 0, 0], [0, 0, 0, 0], [4, 1, 0, 3]]","[[2, 3, 1, 4], [1, 4, 3, 2], [3, 2, 4, 1], [4, 1, 2, 3]]"
190,S4_medium_2a5fa8a62dd7d456,2a5fa8a62dd7d456,2314143232414123,4,medium,8,"[[0, 3, 1, 4], [0, 4, 0, 0], [0, 2, 0, 0], [4, 1, 0, 3]]","[[2, 3, 1, 4], [1, 4, 3, 2], [3, 2, 4, 1], [4, 1, 2, 3]]"
191,S4_easy_2a5fa8a62dd7d456,2a5fa8a62dd7d456,2314143232414123,4,easy,6,"[[0, 3, 1, 4], [1, 4, 0, 0], [3, 2, 0, 0], [4, 1, 0, 3]]","[[2, 3, 1, 4], [1, 4, 3, 2], [3, 2, 4, 1], [4, 1, 2, 3]]"
192,S4_hard_6d3b3dcbcd47a3fc,6d3b3dcbcd47a3fc,1342421334212134,4,hard,11,"[[1, 0, 4, 0], [0, 2, 0, 0], [0, 4, 0, 0], [2, 0, 0, 0]]","[[1, 3, 4, 2], [4, 2, 1, 3], [3, 4, 2, 1], [2, 1, 3, 4]]"
193,S4_medium_6d3b3dcbcd47a3fc,6d3b3dcbcd47a3fc,1342421334212134,4,medium,8,"[[1, 0, 4, 0], [0, 2, 0, 0], [3, 4, 0, 0], [2, 1, 0, 4]]","[[1, 3, 4, 2], [4, 2, 1, 3], [3, 4, 2, 1], [2, 1, 3, 4]]"
194,S4_easy_6d3b3dcbcd47a3fc,6d3b3dcbcd47a3fc,1342421334212134,4,easy,6,"[[1, 3, 4, 0], [0, 2, 0, 0], [3, 4, 0, 1], [2, 1, 0, 4]]","[[1, 3, 4, 2], [4, 2, 1, 3], [3, 4, 2, 1], [2, 1, 3, 4]]"
195,S4_hard_f970191978c425f8,f970191978c425f8,3142421324311324,4,hard,11,"[[3, 0, 0, 0], [4, 0, 0, 3], [0, 0, 0, 0], [1, 0, 2, 0]]","[[3, 1, 4, 2], [4, 2, 1, 3], [2, 4, 3, 1], [1, 3, 2, 4]]"
196,S4_medium_f970191978c425f8,f970191978c425f8,3142421324311324,4,medium,8,"[[3, 0, 0, 2], [4, 0, 0, 3], [2, 0, 0, 0], [1, 0, 2, 4]]","[[3, 1, 4, 2], [4, 2, 1, 3], [2, 4, 3, 1], [1, 3, 2, 4]]"
197,S4_easy_f970191978c425f8,f970191978c425f8,3142421324311324,4,easy,6,"[[3, 1, 0, 2], [4, 0, 1, 3], [2, 0, 0, 0], [1, 0, 2, 4]]","[[3, 1, 4, 2], [4, 2, 1, 3], [2, 4, 3, 1], [1, 3, 2, 4]]"
198,S4_hard_a769909088271dff,a769909088271dff,3214412323411432,4,hard,11,"[[0, 2, 0, 4], [0, 0, 0, 0], [0, 0, 0, 0], [0, 4, 3, 2]]","[[3, 2, 1, 4], [4, 1, 2, 3], [2, 3, 4, 1], [1, 4, 3, 2]]"
199,S4_medium_a769909088271dff,a769909088271dff,3214412323411432,4,medium,8,"[[0, 2, 0, 4], [4, 0, 0, 3], [0, 3, 0, 0], [0, 4, 3, 2]]","[[3, 2, 1, 4], [4, 1, 2, 3], [2, 3, 4, 1], [1, 4, 3, 2]]"
200,S4_easy_a769909088271dff,a769909088271dff,3214412323411432,4,easy,6,"[[0, 2, 0, 4], [4, 1, 0, 3], [0, 3, 0, 0], [1, 4, 3, 2]]","[[3, 2, 1, 4], [4, 1, 2, 3], [2, 3, 4, 1], [1, 4, 3, 2]]"
201,S4_hard_76441e1cfb641b17,76441e1cfb641b17,1423324121344312,4,hard,11,"[[1, 0, 2, 3], [0, 0, 0, 0], [0, 0, 0, 0], [0, 3, 0, 2]]","[[1, 4, 2, 3], [3, 2, 4, 1], [2, 1, 3, 4], [4, 3, 1, 2]]"
202,S4_medium_76441e1cfb641b17,76441e1cfb641b17,1423324121344312,4,medium,8,"[[1, 0, 2, 3], [0, 0, 0, 1], [0, 1, 3, 0], [0, 3, 0, 2]]","[[1, 4, 2, 3], [3, 2, 4, 1], [2, 1, 3, 4], [4, 3, 1, 2]]"
203,S4_easy_76441e1cfb641b17,76441e1cfb641b17,1423324121344312,4,easy,6,"[[1, 0, 2, 3], [3, 2, 0, 1], [0, 1, 3, 0], [0, 3, 0, 2]]","[[1, 4, 2, 3], [3, 2, 4, 1], [2, 1, 3, 4], [4, 3, 1, 2]]"
204,S4_hard_90342f4109a0e7d7,90342f4109a0e7d7,1324241331424231,4,hard,11,"[[0, 0, 0, 4], [0, 0, 1, 3], [0, 1, 0, 0], [4, 0, 0, 0]]","[[1, 3, 2, 4], [2, 4, 1, 3], [3, 1, 4, 2], [4, 2, 3, 1]]"
205,S4_medium_90342f4109a0e7d7,90342f4109a0e7d7,1324241331424231,4,medium,8,"[[0, 3, 0, 4], [0, 0, 1, 3], [0, 1, 0, 2], [4, 0, 3, 0]]","[[1, 3, 2, 4], [2, 4, 1, 3], [3, 1, 4, 2], [4, 2, 3, 1]]"
206,S4_easy_90342f4109a0e7d7,90342f4109a0e7d7,1324241331424231,4,easy,6,"[[0, 3, 2, 4], [0, 0, 1, 3], [3, 1, 0, 2], [4, 0, 3, 0]]","[[1, 3, 2, 4], [2, 4, 1, 3], [3, 1, 4, 2], [4, 2, 3, 1]]"
207,S4_hard_9e19673c041494b4,9e19673c041494b4,4123234112343412,4,hard,11,"[[0, 0, 0, 0], [0, 3, 4, 0], [1, 2, 0, 0], [0, 4, 0, 0]]","[[4, 1, 2, 3], [2, 3, 4, 1], [1, 2, 3, 4], [3, 4, 1, 2]]"
208,S4_medium_9e19673c041494b4,9e19673c041494b4,4123234112343412,4,medium,8,"[[0, 0, 2, 0], [0, 3, 4, 0], [1, 2, 0, 0], [0, 4, 1, 2]]","[[4, 1, 2, 3], [2, 3, 4, 1], [1, 2, 3, 4], [3, 4, 1, 2]]"
209,S4_easy_9e19673c041494b4,9e19673c041494b4,4123234112343412,4,easy,6,"[[4, 0, 2, 0], [0, 3, 4, 0], [1, 2, 0, 4], [0, 4, 1, 2]]","[[4, 1, 2, 3], [2, 3, 4, 1], [1, 2, 3, 4], [3, 4, 1, 2]]"
210,S4_hard_04c7287d4f2b6c55,04c7287d4f2b6c55,3124243113424213,4,hard,11,"[[0, 0, 0, 4], [0, 0, 3, 0], [1, 0, 0, 0], [4, 0, 0, 3]]","[[3, 1, 2, 4], [2, 4, 3, 1], [1, 3, 4, 2], [4, 2, 1, 3]]"
211,S4_medium_04c7287d4f2b6c55,04c7287d4f2b6c55,3124243113424213,4,medium,8,"[[3, 0, 0, 4], [2, 4, 3, 0], [1, 0, 0, 0], [4, 0, 0, 3]]","[[3, 1, 2, 4], [2, 4, 3, 1], [1, 3, 4, 2], [4, 2, 1, 3]]"
212,S4_easy_04c7287d4f2b6c55,04c7287d4f2b6c55,3124243113424213,4,easy,6,"[[3, 0, 2, 4], [2, 4, 3, 0], [1, 0, 0, 0], [4, 2, 0, 3]]","[[3, 1, 2, 4], [2, 4, 3, 1], [1, 3, 4, 2], [4, 2, 1, 3]]"
213,S4_hard_eb1edc9a0c62444f,eb1edc9a0c62444f,1234341241232341,4,hard,11,"[[0, 0, 3, 0], [0, 4, 0, 0], [0, 1, 2, 0], [0, 0, 4, 0]]","[[1, 2, 3, 4], [3, 4, 1, 2], [4, 1, 2, 3], [2, 3, 4, 1]]"
214,S4_medium_eb1edc9a0c62444f,eb1edc9a0c62444f,1234341241232341,4,medium,8,"[[0, 0, 3, 4], [0, 4, 1, 0], [0, 1, 2, 0], [0, 3, 4, 0]]","[[1, 2, 3, 4], [3, 4, 1, 2], [4, 1, 2, 3], [2, 3, 4, 1]]"
215,S4_easy_eb1edc9a0c62444f,eb1edc9a0c62444f,1234341241232341,4,easy,6,"[[1, 0, 3, 4], [0, 4, 1, 2], [0, 1, 2, 0], [0, 3, 4, 0]]","[[1, 2, 3, 4], [3, 4, 1, 2], [4, 1, 2, 3], [2, 3, 4, 1]]"
216,S4_hard_cb3c01af7c528362,cb3c01af7c528362,4213132424313142,4,hard,11,"[[0, 0, 0, 3], [0, 0, 0, 0], [2, 0, 3, 0], [3, 0, 4, 0]]","[[4, 2, 1, 3], [1, 3, 2, 4], [2, 4, 3, 1], [3, 1, 4, 2]]"
217,S4_medium_cb3c01af7c528362,cb3c01af7c528362,4213132424313142,4,medium,8,"[[0, 2, 0, 3], [0, 3, 2, 0], [2, 0, 3, 0], [3, 0, 4, 0]]","[[4, 2, 1, 3], [1, 3, 2, 4], [2, 4, 3, 1], [3, 1, 4, 2]]"
218,S4_easy_cb3c01af7c528362,cb3c01af7c528362,4213132424313142,4,easy,6,"[[0, 2, 0, 3], [0, 3, 2, 0], [2, 0, 3, 0], [3, 1, 4, 2]]","[[4, 2, 1, 3], [1, 3, 2, 4], [2, 4, 3, 1], [3, 1, 4, 2]]"
219,S4_hard_234d3dd99c007bc0,234d3dd99c007bc0,2341413232141423,4,hard,11,"[[0, 3, 0, 0], [0, 0, 0, 0], [0, 2, 0, 4], [1, 0, 0, 3]]","[[2, 3, 4, 1], [4, 1, 3, 2], [3, 2, 1, 4], [1, 4, 2, 3]]"
220,S4_medium_234d3dd99c007bc0,234d3dd99c007bc0,2341413232141423,4,medium,8,"[[0, 3, 4, 0], [0, 1, 0, 0], [0, 2, 1, 4], [1, 0, 0, 3]]","[[2, 3, 4, 1], [4, 1, 3, 2], [3, 2, 1, 4], [1, 4, 2, 3]]"
221,S4_easy_234d3dd99c007bc0,234d3dd99c007bc0,2341413232141423,4,easy,6,"[[0, 3, 4, 0], [4, 1, 0, 0], [0, 2, 1, 4], [1, 0, 2, 3]]","[[2, 3, 4, 1], [4, 1, 3, 2], [3, 2, 1, 4], [1, 4, 2, 3]]"
222,S4_hard_5f5a1cc04f5d04be,5f5a1cc04f5d04be,4321213434121243,4,hard,11,"[[4, 0, 0, 0], [0, 0, 3, 0], [3, 0, 1, 0], [0, 2, 0, 0]]","[[4, 3, 2, 1], [2, 1, 3, 4], [3, 4, 1, 2], [1, 2, 4, 3]]"
223,S4_medium_5f5a1cc04f5d04be,5f5a1cc04f5d04be,4321213434121243,4,medium,8,"[[4, 0, 2, 1], [0, 0, 3, 0], [3, 0, 1, 0], [0, 2, 4, 0]]","[[4, 3, 2, 1], [2, 1, 3, 4], [3, 4, 1, 2], [1, 2, 4, 3]]"
224,S4_easy_5f5a1cc04f5d04be,5f5a1cc04f5d04be,4321213434121243,4,easy,6,"[[4, 3, 2, 1], [0, 0, 3, 0], [3, 0, 1, 0], [1, 2, 4, 0]]","[[4, 3, 2, 1], [2, 1, 3, 4], [3, 4, 1, 2], [1, 2, 4, 3]]"
225,S4_hard_aae8f49f08e36bed,aae8f49f08e36bed,3412214313244231,4,hard,11,"[[0, 0, 0, 0], [2, 0, 4, 0], [0, 3, 0, 4], [0, 2, 0, 0]]","[[3, 4, 1, 2], [2, 1, 4, 3], [1, 3, 2, 4], [4, 2, 3, 1]]"
226,S4_medium_aae8f49f08e36bed,aae8f49f08e36bed,3412214313244231,4,medium,8,"[[0, 4, 1, 0], [2, 0, 4, 0], [0, 3, 2, 4], [0, 2, 0, 0]]","[[3, 4, 1, 2], [2, 1, 4, 3], [1, 3, 2, 4], [4, 2, 3, 1]]"
227,S4_easy_aae8f49f08e36bed,aae8f49f08e36bed,3412214313244231,4,easy,6,"[[0, 4, 1, 0], [2, 1, 4, 0], [0, 3, 2, 4], [0, 2, 3, 0]]","[[3, 4, 1, 2], [2, 1, 4, 3], [1, 3, 2, 4], [4, 2, 3, 1]]"
228,S4_hard_86f159e576617bc4,86f159e576617bc4,2134432112433412,4,hard,11,"[[2, 0, 0, 0], [0, 0, 2, 0], [0, 0, 0, 3], [3, 4, 0, 0]]","[[2, 1, 3, 4], [4, 3, 2, 1], [1, 2, 4, 3], [3, 4, 1, 2]]"
229,S4_medium_86f159e576617bc4,86f159e576617bc4,2134432112433412,4,medium,8,"[[2, 0, 3, 4], [4, 0, 2, 0], [0, 0, 0, 3], [3, 4, 0, 0]]","[[2, 1, 3, 4], [4, 3, 2, 1], [1, 2, 4, 3], [3, 4, 1, 2]]"
230,S4_easy_86f159e576617bc4,86f159e576617bc4,2134432112433412,4,easy,6,"[[2, 1, 3, 4], [4, 0, 2, 0], [0, 0, 0, 3], [3, 4, 1, 0]]","[[2, 1, 3, 4], [4, 3, 2, 1], [1, 2, 4, 3], [3, 4, 1, 2]]"
231,S4_hard_f86c3c972a9efef4,f86c3c972a9efef4,4312214312343421,4,hard,11,"[[4, 0, 0, 0], [0, 1, 0, 0], [0, 0, 3, 0], [3, 0, 0, 1]]","[[4, 3, 1, 2], [2, 1, 4, 3], [1, 2, 3, 4], [3, 4, 2, 1]]"
232,S4_medium_f86c3c972a9efef4,f86c3c972a9efef4,4312214312343421,4,medium,8,"[[4, 0, 1, 2], [0, 1, 0, 0], [0, 0, 3, 0], [3, 0, 2, 1]]","[[4, 3, 1, 2], [2, 1, 4, 3], [1, 2, 3, 4], [3, 4, 2, 1]]"
233,S4_easy_f86c3c972a9efef4,f86c3c972a9efef4,4312214312343421,4,easy,6,"[[4, 0, 1, 2], [2, 1, 0, 3], [0, 0, 3, 0], [3, 0, 2, 1]]","[[4, 3, 1, 2], [2, 1, 4, 3], [1, 2, 3, 4], [3, 4, 2, 1]]"
234,S4_hard_8f8d69f62ff0b18f,8f8d69f62ff0b18f,1342241331244231,4,hard,11,"[[0, 3, 0, 0], [0, 4, 1, 3], [0, 0, 0, 4], [0, 0, 0, 0]]","[[1, 3, 4, 2], [2, 4, 1, 3], [3, 1, 2, 4], [4, 2, 3, 1]]"
235,S4_medium_8f8d69f62ff0b18f,8f8d69f62ff0b18f,1342241331244231,4,medium,8,"[[0, 3, 0, 0], [2, 4, 1, 3], [3, 0, 0, 4], [0, 0, 0, 1]]","[[1, 3, 4, 2], [2, 4, 1, 3], [3, 1, 2, 4], [4, 2, 3, 1]]"
236,S4_easy_8f8d69f62ff0b18f,8f8d69f62ff0b18f,1342241331244231,4,easy,6,"[[1, 3, 0, 2], [2, 4, 1, 3], [3, 0, 0, 4], [0, 0, 0, 1]]","[[1, 3, 4, 2], [2, 4, 1, 3], [3, 1, 2, 4], [4, 2, 3, 1]]"
237,S4_hard_61932d346038222f,61932d346038222f,1234431234212143,4,hard,11,"[[1, 0, 3, 0], [0, 0, 0, 0], [0, 4, 2, 1], [0, 0, 0, 0]]","[[1, 2, 3, 4], [4, 3, 1, 2], [3, 4, 2, 1], [2, 1, 4, 3]]"
238,S4_medium_61932d346038222f,61932d346038222f,1234431234212143,4,medium,8,"[[1, 0, 3, 0], [0, 0, 1, 2], [3, 4, 2, 1], [0, 0, 0, 0]]","[[1, 2, 3, 4], [4, 3, 1, 2], [3, 4, 2, 1], [2, 1, 4, 3]]"
239,S4_easy_61932d346038222f,61932d346038222f,1234431234212143,4,easy,6,"[[1, 0, 3, 0], [0, 0, 1, 2], [3, 4, 2, 1], [0, 1, 4, 0]]","[[1, 2, 3, 4], [4, 3, 1, 2], [3, 4, 2, 1], [2, 1, 4, 3]]"
240,S4_hard_07b2f78e1bf06182,07b2f78e1bf06182,4213134231242431,4,hard,11,"[[0, 0, 0, 3], [0, 0, 4, 0], [0, 1, 0, 0], [2, 4, 0, 0]]","[[4, 2, 1, 3], [1, 3, 4, 2], [3, 1, 2, 4], [2, 4, 3, 1]]"
241,S4_medium_07b2f78e1bf06182,07b2f78e1bf06182,4213134231242431,4,medium,8,"[[4, 0, 0, 3], [0, 0, 4, 0], [0, 1, 0, 4], [2, 4, 0, 1]]","[[4, 2, 1, 3], [1, 3, 4, 2], [3, 1, 2, 4], [2, 4, 3, 1]]"
242,S4_easy_07b2f78e1bf06182,07b2f78e1bf06182,4213134231242431,4,easy,6,"[[4, 0, 1, 3], [1, 0, 4, 0], [0, 1, 0, 4], [2, 4, 0, 1]]","[[4, 2, 1, 3], [1, 3, 4, 2], [3, 1, 2, 4], [2, 4, 3, 1]]"
243,S4_hard_ebef84d79d3b0ab4,ebef84d79d3b0ab4,2134341243211243,4,hard,11,"[[0, 0, 3, 0], [0, 0, 1, 0], [0, 3, 0, 0], [0, 2, 4, 0]]","[[2, 1, 3, 4], [3, 4, 1, 2], [4, 3, 2, 1], [1, 2, 4, 3]]"
244,S4_medium_ebef84d79d3b0ab4,ebef84d79d3b0ab4,2134341243211243,4,medium,8,"[[0, 0, 3, 4], [0, 0, 1, 0], [4, 3, 0, 0], [1, 2, 4, 0]]","[[2, 1, 3, 4], [3, 4, 1, 2], [4, 3, 2, 1], [1, 2, 4, 3]]"
245,S4_easy_ebef84d79d3b0ab4,ebef84d79d3b0ab4,2134341243211243,4,easy,6,"[[0, 0, 3, 4], [0, 0, 1, 0], [4, 3, 2, 1], [1, 2, 4, 0]]","[[2, 1, 3, 4], [3, 4, 1, 2], [4, 3, 2, 1], [1, 2, 4, 3]]"
246,S4_hard_05ef4e171c27e2cf,05ef4e171c27e2cf,2413312413424231,4,hard,11,"[[0, 0, 0, 0], [0, 1, 0, 0], [0, 0, 4, 0], [4, 0, 3, 1]]","[[2, 4, 1, 3], [3, 1, 2, 4], [1, 3, 4, 2], [4, 2, 3, 1]]"
247,S4_medium_05ef4e171c27e2cf,05ef4e171c27e2cf,2413312413424231,4,medium,8,"[[2, 0, 0, 0], [0, 1, 0, 0], [0, 3, 4, 0], [4, 2, 3, 1]]","[[2, 4, 1, 3], [3, 1, 2, 4], [1, 3, 4, 2], [4, 2, 3, 1]]"
248,S4_easy_05ef4e171c27e2cf,05ef4e171c27e2cf,2413312413424231,4,easy,6,"[[2, 4, 0, 0], [0, 1, 0, 4], [0, 3, 4, 0], [4, 2, 3, 1]]","[[2, 4, 1, 3], [3, 1, 2, 4], [1, 3, 4, 2], [4, 2, 3, 1]]"
249,S4_hard_759224897adf721f,759224897adf721f,4312123421433421,4,hard,11,"[[0, 0, 0, 0], [0, 0, 3, 0], [0, 1, 4, 0], [0, 4, 0, 1]]","[[4, 3, 1, 2], [1, 2, 3, 4], [2, 1, 4, 3], [3, 4, 2, 1]]"
250,S4_medium_759224897adf721f,759224897adf721f,4312123421433421,4,medium,8,"[[0, 3, 0, 0], [0, 0, 3, 4], [2, 1, 4, 0], [0, 4, 0, 1]]","[[4, 3, 1, 2], [1, 2, 3, 4], [2, 1, 4, 3], [3, 4, 2, 1]]"
251,S4_easy_759224897adf721f,759224897adf721f,4312123421433421,4,easy,6,"[[0, 3, 0, 0], [1, 0, 3, 4], [2, 1, 4, 0], [3, 4, 0, 1]]","[[4, 3, 1, 2], [1, 2, 3, 4], [2, 1, 4, 3], [3, 4, 2, 1]]"
252,S4_hard_b8664c13a73af184,b8664c13a73af184,3142423113242413,4,hard,11,"[[3, 1, 0, 0], [0, 0, 0, 0], [0, 0, 2, 0], [0, 4, 1, 0]]","[[3, 1, 4, 2], [4, 2, 3, 1], [1, 3, 2, 4], [2, 4, 1, 3]]"
253,S4_medium_b8664c13a73af184,b8664c13a73af184,3142423113242413,4,medium,8,"[[3, 1, 0, 0], [4, 2, 0, 0], [1, 0, 2, 0], [0, 4, 1, 0]]","[[3, 1, 4, 2], [4, 2, 3, 1], [1, 3, 2, 4], [2, 4, 1, 3]]"
254,S4_easy_b8664c13a73af184,b8664c13a73af184,3142423113242413,4,easy,6,"[[3, 1, 0, 2], [4, 2, 3, 0], [1, 0, 2, 0], [0, 4, 1, 0]]","[[3, 1, 4, 2], [4, 2, 3, 1], [1, 3, 2, 4], [2, 4, 1, 3]]"
255,S4_hard_636aece0aeec5c09,636aece0aeec5c09,2431132431424213,4,hard,11,"[[0, 4, 0, 1], [0, 3, 0, 4], [0, 0, 0, 0], [4, 0, 0, 0]]","[[2, 4, 3, 1], [1, 3, 2, 4], [3, 1, 4, 2], [4, 2, 1, 3]]"
256,S4_medium_636aece0aeec5c09,636aece0aeec5c09,2431132431424213,4,medium,8,"[[0, 4, 3, 1], [1, 3, 2, 4], [0, 0, 0, 0], [4, 0, 0, 0]]","[[2, 4, 3, 1], [1, 3, 2, 4], [3, 1, 4, 2], [4, 2, 1, 3]]"
257,S4_easy_636aece0aeec5c09,636aece0aeec5c09,2431132431424213,4,easy,6,"[[0, 4, 3, 1], [1, 3, 2, 4], [3, 0, 0, 2], [4, 0, 0, 0]]","[[2, 4, 3, 1], [1, 3, 2, 4], [3, 1, 4, 2], [4, 2, 1, 3]]"
258,S4_hard_b58ebf2287d673a1,b58ebf2287d673a1,3412213443211243,4,hard,11,"[[0, 0, 0, 0], [0, 1, 0, 4], [0, 3, 0, 1], [0, 0, 4, 0]]","[[3, 4, 1, 2], [2, 1, 3, 4], [4, 3, 2, 1], [1, 2, 4, 3]]"
259,S4_medium_b58ebf2287d673a1,b58ebf2287d673a1,3412213443211243,4,medium,8,"[[0, 0, 0, 0], [2, 1, 0, 4], [0, 3, 0, 1], [1, 2, 4, 0]]","[[3, 4, 1, 2], [2, 1, 3, 4], [4, 3, 2, 1], [1, 2, 4, 3]]"
260,S4_easy_b58ebf2287d673a1,b58ebf2287d673a1,3412213443211243,4,easy,6,"[[3, 0, 0, 0], [2, 1, 0, 4], [0, 3, 2, 1], [1, 2, 4, 0]]","[[3, 4, 1, 2], [2, 1, 3, 4], [4, 3, 2, 1], [1, 2, 4, 3]]"
261,S4_hard_c0a3ba9ea5eebc81,c0a3ba9ea5eebc81,4132231432411423,4,hard,11,"[[0, 1, 0, 0], [2, 0, 0, 0], [0, 0, 4, 0], [0, 4, 0, 3]]","[[4, 1, 3, 2], [2, 3, 1, 4], [3, 2, 4, 1], [1, 4, 2, 3]]"
262,S4_medium_c0a3ba9ea5eebc81,c0a3ba9ea5eebc81,4132231432411423,4,medium,8,"[[0, 1, 3, 0], [2, 0, 0, 0], [3, 0, 4, 0], [0, 4, 2, 3]]","[[4, 1, 3, 2], [2, 3, 1, 4], [3, 2, 4, 1], [1, 4, 2, 3]]"
263,S4_easy_c0a3ba9ea5eebc81,c0a3ba9ea5eebc81,4132231432411423,4,easy,6,"[[4, 1, 3, 2], [2, 0, 0, 0], [3, 0, 4, 0], [0, 4, 2, 3]]","[[4, 1, 3, 2], [2, 3, 1, 4], [3, 2, 4, 1], [1, 4, 2, 3]]"
264,S4_hard_f8cb78f99dac4547,f8cb78f99dac4547,1243431224313124,4,hard,11,"[[0, 2, 4, 3], [0, 0, 0, 0], [0, 0, 0, 1], [3, 0, 0, 0]]","[[1, 2, 4, 3], [4, 3, 1, 2], [2, 4, 3, 1], [3, 1, 2, 4]]"
265,S4_medium_f8cb78f99dac4547,f8cb78f99dac4547,1243431224313124,4,medium,8,"[[0, 2, 4, 3], [4, 0, 0, 0], [0, 4, 0, 1], [3, 0, 2, 0]]","[[1, 2, 4, 3], [4, 3, 1, 2], [2, 4, 3, 1], [3, 1, 2, 4]]"
266,S4_easy_f8cb78f99dac4547,f8cb78f99dac4547,1243431224313124,4,easy,6,"[[0, 2, 4, 3], [4, 3, 0, 0], [0, 4, 3, 1], [3, 0, 2, 0]]","[[1, 2, 4, 3], [4, 3, 1, 2], [2, 4, 3, 1], [3, 1, 2, 4]]"
267,S4_hard_d156d504fd041cc4,d156d504fd041cc4,3214412313422431,4,hard,11,"[[0, 0, 1, 0], [0, 0, 2, 3], [0, 0, 0, 2], [0, 4, 0, 0]]","[[3, 2, 1, 4], [4, 1, 2, 3], [1, 3, 4, 2], [2, 4, 3, 1]]"
268,S4_medium_d156d504fd041cc4,d156d504fd041cc4,3214412313422431,4,medium,8,"[[3, 0, 1, 0], [0, 1, 2, 3], [0, 0, 0, 2], [0, 4, 3, 0]]","[[3, 2, 1, 4], [4, 1, 2, 3], [1, 3, 4, 2], [2, 4, 3, 1]]"
269,S4_easy_d156d504fd041cc4,d156d504fd041cc4,3214412313422431,4,easy,6,"[[3, 0, 1, 4], [0, 1, 2, 3], [0, 0, 4, 2], [0, 4, 3, 0]]","[[3, 2, 1, 4], [4, 1, 2, 3], [1, 3, 4, 2], [2, 4, 3, 1]]"
270,S4_hard_71e220594edb72a7,71e220594edb72a7,1423231442313142,4,hard,11,"[[0, 4, 2, 0], [0, 0, 0, 4], [0, 2, 3, 0], [0, 0, 0, 0]]","[[1, 4, 2, 3], [2, 3, 1, 4], [4, 2, 3, 1], [3, 1, 4, 2]]"
271,S4_medium_71e220594edb72a7,71e220594edb72a7,1423231442313142,4,medium,8,"[[0, 4, 2, 3], [0, 0, 0, 4], [4, 2, 3, 1], [0, 0, 0, 0]]","[[1, 4, 2, 3], [2, 3, 1, 4], [4, 2, 3, 1], [3, 1, 4, 2]]"
272,S4_easy_71e220594edb72a7,71e220594edb72a7,1423231442313142,4,easy,6,"[[0, 4, 2, 3], [2, 0, 0, 4], [4, 2, 3, 1], [3, 0, 0, 0]]","[[1, 4, 2, 3], [2, 3, 1, 4], [4, 2, 3, 1], [3, 1, 4, 2]]"
273,S4_hard_cb6bf197da3bacdf,cb6bf197da3bacdf,4321214332141432,4,hard,11,"[[0, 0, 2, 0], [0, 1, 0, 0], [0, 2, 1, 4], [0, 0, 0, 0]]","[[4, 3, 2, 1], [2, 1, 4, 3], [3, 2, 1, 4], [1, 4, 3, 2]]"
274,S4_medium_cb6bf197da3bacdf,cb6bf197da3bacdf,4321214332141432,4,medium,8,"[[4, 0, 2, 1], [0, 1, 0, 3], [0, 2, 1, 4], [0, 0, 0, 0]]","[[4, 3, 2, 1], [2, 1, 4, 3], [3, 2, 1, 4], [1, 4, 3, 2]]"
275,S4_easy_cb6bf197da3bacdf,cb6bf197da3bacdf,4321214332141432,4,easy,6,"[[4, 3, 2, 1], [2, 1, 0, 3], [0, 2, 1, 4], [0, 0, 0, 0]]","[[4, 3, 2, 1], [2, 1, 4, 3], [3, 2, 1, 4], [1, 4, 3, 2]]"
276,S4_hard_b411e7559f32b379,b411e7559f32b379,1234342121434312,4,hard,11,"[[1, 0, 0, 0], [0, 0, 0, 0], [0, 1, 0, 3], [4, 0, 0, 2]]","[[1, 2, 3, 4], [3, 4, 2, 1], [2, 1, 4, 3], [4, 3, 1, 2]]"
277,S4_medium_b411e7559f32b379,b411e7559f32b379,1234342121434312,4,medium,8,"[[1, 0, 3, 0], [0, 0, 0, 1], [0, 1, 0, 3], [4, 0, 1, 2]]","[[1, 2, 3, 4], [3, 4, 2, 1], [2, 1, 4, 3], [4, 3, 1, 2]]"
